phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,170.8242429586803,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,43,77.5
Top,top,coil,shoulder_rotation,100.0,35.0,178.02355282599518,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,51,100.0
Top,top,posture,spine_angle,100.0,20.0,-7.071045438164907,-8.0,12.0,0.0,strength,0.0,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,51,100.0
Top,top,stability,head_displacement,100.0,25.0,0.056867710030368536,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,51,100.0
Top,top,wrist_angle,wrist_angle,100.0,20.0,163.34613787704572,145.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,51,100.0
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,50.0,7.5,,75.0,100.0,,critical,1.875,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,55,85.0
Mid-downswing,mid_downswing,upper_body_lag,x_factor,75.0,22.5,5.89166687803268,0.0,5.0,0.8916668780326802,minor,1.875,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,55,85.0
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,174.3283967440761,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,55,85.0
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,178.78543727390488,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,55,85.0
Impact,impact,arm_extension,lead_arm_angle,0.0,0.0,62.47185560273376,155.0,175.0,-92.52814439726623,critical,9.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,59,44.460216119646546
Impact,impact,x_factor_unwind,x_factor,43.24492471032565,19.460216119646542,21.15101505793487,0.0,18.0,3.1510150579348704,critical,7.661935164106038,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,59,44.460216119646546
Impact,impact,lag_release,lag_angle,100.0,2.0,176.6532764480791,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,59,44.460216119646546
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,176.6532764480791,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,59,44.460216119646546
Impact,impact,stability,head_displacement,100.0,13.0,0.0965052481054795,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",59,44.460216119646546
Follow-through,follow_through,deceleration,x_factor,16.006166859718377,1.6006166859718378,26.598766628056325,10.0,20.0,6.598766628056325,critical,0.8399383314028163,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,61,87.83527176803486
Follow-through,follow_through,arm_swing,lead_arm_angle,87.44885027354343,26.23465508206303,158.74488502735434,160.0,175.0,-1.2551149726456572,minor,0.37653449179369713,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,61,87.83527176803486
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-21.366320626095398,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,61,87.83527176803486
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,169.79125891431582,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,61,87.83527176803486
Finish,finish,balance,head_displacement,100.0,35.0,0.10829266282353114,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,77,100.0
Finish,finish,posture,spine_angle,100.0,25.0,-7.998129583502186,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,77,100.0
Finish,finish,rotation,hip_rotation,100.0,20.0,174.90403082913073,160.0,175.0,0.0,strength,0.0,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,77,100.0
Finish,finish,symmetry,x_factor,100.0,20.0,1.0525380108959723,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,77,100.0
