phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,100.0,20.0,163.04232220982163,155.0,180.0,0.0,strength,0.0,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,151,97.47210411598834
Top,top,coil,shoulder_rotation,61.991431330141474,21.697000965549513,179.48461988543912,170.0,185.0,0.0,moderate,1.0642399227560386,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,164,82.60915314189486
Top,top,posture,spine_angle,79.92843972066439,15.985687944132877,-12.817174467040546,-8.0,12.0,-4.817174467040546,minor,0.32114496446936985,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,164,82.60915314189486
Top,top,stability,head_displacement,100.0,25.0,0.07075946283384037,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,164,82.60915314189486
Top,top,wrist_angle,wrist_angle,100.0,20.0,144.47588147604375,130.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,164,82.60915314189486
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,66.66666666666666,9.999999999999998,,75.0,100.0,,moderate,1.2500000000000002,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,169,95.0
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,168.41614268977446,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,169,95.0
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,178.0895151707797,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,169,95.0
Mid-downswing,mid_downswing,upper_body_lag,x_factor,100.0,30.0,4.388345148945547,0.0,5.0,0.0,strength,0.0,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,169,95.0
Impact,impact,x_factor_unwind,x_factor,63.93265468046778,28.7696946062105,9.812236228919232,0.0,18.0,0.0,moderate,4.86909161813685,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,172,76.81384943744357
Impact,impact,lag_release,lag_angle,100.0,2.0,166.80066364309758,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,172,76.81384943744357
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,166.80066364309758,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,172,76.81384943744357
Impact,impact,stability,head_displacement,100.0,13.0,0.039770865500259205,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",172,76.81384943744357
Follow-through,follow_through,deceleration,x_factor,100.0,10.0,12.315741199782309,10.0,20.0,0.0,strength,0.0,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,174,96.54154104429367
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-27.55072781687117,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,174,96.54154104429367
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,160.73793611874552,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,174,96.54154104429367
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,177.56482752106882,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,174,96.54154104429367
Finish,finish,rotation,hip_rotation,94.63049125376102,18.926098250752204,176.0739017492478,160.0,175.0,1.0739017492477956,strength,0.010739017492477958,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,197,98.8380534921816
Finish,finish,balance,head_displacement,100.0,35.0,0.06268592762720833,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,197,98.8380534921816
Finish,finish,posture,spine_angle,100.0,25.0,-6.7413218402055275,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,197,98.8380534921816
Finish,finish,symmetry,x_factor,100.0,20.0,3.091784148919828,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,197,98.8380534921816
