phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,170.16404772679408,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,190,92.5
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,177.86771376261038,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,190,92.5
Mid-downswing,mid_downswing,upper_body_lag,x_factor,100.0,30.0,1.849670675641022,0.0,5.0,0.0,strength,0.0,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,190,92.5
Impact,impact,lag_release,lag_angle,100.0,2.0,172.71774829989934,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,192,100.0
Impact,impact,x_factor_unwind,x_factor,100.0,45.0,4.91378971966671,0.0,18.0,0.0,strength,0.0,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,192,100.0
Impact,impact,arm_extension,lead_arm_angle,100.0,30.0,160.64490684385495,155.0,175.0,0.0,strength,0.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,192,100.0
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,172.71774829989934,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,192,100.0
Impact,impact,stability,head_displacement,100.0,13.0,0.03741201540911423,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",192,100.0
Follow-through,follow_through,deceleration,x_factor,100.0,10.0,10.853188494042882,10.0,20.0,0.0,strength,0.0,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,194,100.0
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-23.364665225009404,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,194,100.0
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,174.53013124556074,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,194,100.0
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,169.02701739970547,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,194,100.0
Finish,finish,symmetry,x_factor,0.0,0.0,152.021288538866,0.0,6.0,146.021288538866,critical,0.8,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,218,76.75440319651267
Finish,finish,rotation,hip_rotation,83.77201598256335,16.75440319651267,156.75440319651267,160.0,175.0,-3.245596803487331,minor,0.12982387213949326,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,218,76.75440319651267
Finish,finish,balance,head_displacement,100.0,35.0,0.10308962389147111,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,218,76.75440319651267
Finish,finish,posture,spine_angle,100.0,25.0,-8.944859587322373,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,218,76.75440319651267
